country,income,changed_behaviors,outside_space
china,Second quintile,Yes,1
china,Second quintile,Yes,1
china,Fourth quintile,Yes,1
china,Third quintile,Yes,1
china,Third quintile,Yes,0
china,First quintile ,Yes,1
china,Third quintile,Yes,1
china,Third quintile,Yes,1
china,Second quintile,Yes,1
china,Second quintile,Yes,1
china,Fifth quintile,Yes,1
china,Fourth quintile,Yes,1
china,Third quintile,Yes,1
china,Third quintile,Yes,1
china,Fifth quintile,Yes,1
china,Second quintile,No,1
china,Third quintile,Yes,1
china,Second quintile,Yes,1
china,Fifth quintile,Yes,1
china,Fourth quintile,Yes,1
china,Fifth quintile,Yes,1
china,Fourth quintile,Yes,1
china,Fifth quintile,Yes,1
china,Second quintile,No,1
china,First quintile ,Yes,1
china,Third quintile,Yes,1
china,Fifth quintile,Yes,1
china,Fifth quintile,Yes,1
china,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,0
italy,Third quintile,No,1
italy,Second quintile,No,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,0
italy,Second quintile,No,0
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,No,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,No,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,0
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,0
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,No,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,0
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,0
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,0
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,No,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,No,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,No,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,No,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,No,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,No,0
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,No,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,No,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,No,1
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,0
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,No,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,0
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Prefer not to answer,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,0
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,0
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,First quintile ,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,0
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,0
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,0
italy,Fourth quintile,Yes,0
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,No,0
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,No,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,No,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,No,0
italy,First quintile ,No,0
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,0
italy,Prefer not to answer,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,0
italy,Fourth quintile,Yes,0
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,0
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,No,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,0
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,No,1
italy,Prefer not to answer,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,0
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,0
italy,First quintile ,Yes,0
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,No,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,No,1
italy,Second quintile,No,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,No,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,0
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Prefer not to answer,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Prefer not to answer,Yes,0
italy,Third quintile,Yes,1
italy,Third quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,0
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,No,0
italy,Third quintile,Yes,1
italy,Fourth quintile,No,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,No,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,No,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,0
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,No,0
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,No,1
italy,First quintile ,No,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,No,0
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,No,1
italy,Third quintile,No,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,No,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,0
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,No,1
italy,Fourth quintile,Yes,1
italy,First quintile ,No,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,No,1
italy,Fifth quintile,Yes,1
italy,Second quintile,No,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,No,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,0
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Prefer not to answer,Yes,1
italy,Second quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,No,1
italy,Third quintile,Yes,1
